hospital_id,survey_id,overall_rating,comments,optional_fields_omitted
Hospital #28,S00557,4,"Would recommend to friends",0
Hospital #28,S00558,3,"Average service at best",3
Hospital #28,S00559,3,"Long wait time in ER",3
Hospital #28,S00560,3,"Discharged too early",3
Hospital #29,S00561,4,"Clean facilities",1
Hospital #29,S00562,4,"Quick and efficient service",0
Hospital #29,S00563,4,"Quick and efficient service",0
Hospital #29,S00564,5,"Very satisfied with treatment",0
Hospital #29,S00565,5,"Professional environment",0
Hospital #29,S00566,4,"Clean facilities",1
Hospital #29,S00567,5,"Good experience overall",0
Hospital #29,S00568,4,"Very satisfied with treatment",0
Hospital #29,S00569,4,"Quick and efficient service",0
Hospital #29,S00570,4,"Excellent care from Dr. Smith",1
Hospital #29,S00571,5,"Very satisfied with treatment",0
Hospital #29,S00572,4,"Nursing staff was attentive",0
Hospital #29,S00573,5,"Clean facilities",0
Hospital #29,S00574,5,"Good experience overall",1
Hospital #29,S00575,4,"Professional environment",0
Hospital #29,S00576,4,"Very satisfied with treatment",0
Hospital #29,S00577,4,"Good experience overall",0
Hospital #29,S00578,2,"Billing issues unresolved",3
Hospital #29,S00579,2,"Medication explanation unclear",3
Hospital #29,S00580,2,"Discharged too early",3
Hospital #30,S00581,5,"Would recommend to friends",1
Hospital #30,S00582,5,"Nursing staff was attentive",1
Hospital #30,S00583,4,"Professional environment",0
Hospital #30,S00584,5,"Nursing staff was attentive",1
Hospital #30,S00585,5,"Nursing staff was attentive",0
Hospital #30,S00586,5,"Nursing staff was attentive",0
Hospital #30,S00587,4,"Would recommend to friends",0
Hospital #30,S00588,4,"Professional environment",0
Hospital #30,S00589,4,"Very satisfied with treatment",1
Hospital #30,S00590,5,"Excellent care from Dr. Smith",0
Hospital #30,S00591,4,"Quick and efficient service",0
Hospital #30,S00592,5,"Would recommend to friends",0
Hospital #30,S00593,5,"Quick and efficient service",0
Hospital #30,S00594,5,"Clean facilities",1
Hospital #30,S00595,5,"Clean facilities",0
Hospital #30,S00596,4,"Good experience overall",1
Hospital #30,S00597,4,"Good experience overall",0
Hospital #30,S00598,1,"Billing issues unresolved",3
Hospital #30,S00599,1,"Medication explanation unclear",3
Hospital #30,S00600,2,"Billing issues unresolved",3
Hospital #31,S00601,4,"Good experience overall",0
Hospital #31,S00602,5,"Good experience overall",0
Hospital #31,S00603,5,"Professional environment",1
Hospital #31,S00604,4,"Very satisfied with treatment",1
Hospital #31,S00605,5,"Good experience overall",0
Hospital #31,S00606,4,"Excellent care from Dr. Smith",0
Hospital #31,S00607,5,"Excellent care from Dr. Smith",0
Hospital #31,S00608,4,"Excellent care from Dr. Smith",0
Hospital #31,S00609,4,"Very satisfied with treatment",1
Hospital #31,S00610,4,"Excellent care from Dr. Smith",0
Hospital #31,S00611,5,"Clean facilities",0
Hospital #31,S00612,4,"Very satisfied with treatment",1
Hospital #31,S00613,5,"Good experience overall",0
Hospital #31,S00614,5,"Nursing staff was attentive",1
Hospital #31,S00615,4,"Excellent care from Dr. Smith",0
Hospital #31,S00616,5,"Nursing staff was attentive",0
Hospital #31,S00617,5,"Excellent care from Dr. Smith",0
Hospital #31,S00618,1,"Poor communication about diagnosis",3
Hospital #31,S00619,1,"Rude front desk staff",3
Hospital #31,S00620,2,"Rude front desk staff",3
Hospital #32,S00621,4,"Excellent care from Dr. Smith",1
Hospital #32,S00622,5,"Quick and efficient service",0
Hospital #32,S00623,5,"Excellent care from Dr. Smith",0
Hospital #32,S00624,5,"Would recommend to friends",1
Hospital #32,S00625,4,"Good experience overall",0
Hospital #32,S00626,5,"Would recommend to friends",0
Hospital #32,S00627,5,"Clean facilities",1
Hospital #32,S00628,5,"Clean facilities",1
Hospital #32,S00629,4,"Would recommend to friends",1
Hospital #32,S00630,4,"Good experience overall",1
Hospital #32,S00631,5,"Clean facilities",1
Hospital #32,S00632,5,"Excellent care from Dr. Smith",1
Hospital #32,S00633,5,"Excellent care from Dr. Smith",1
Hospital #32,S00634,4,"Clean facilities",0
Hospital #32,S00635,5,"Would recommend to friends",1
Hospital #32,S00636,5,"Nursing staff was attentive",0
Hospital #32,S00637,4,"Very satisfied with treatment",1
Hospital #32,S00638,3,"Billing issues unresolved",3
Hospital #32,S00639,2,"Discharged too early",3
Hospital #32,S00640,2,"Long wait time in ER",3
Hospital #33,S00641,4,"Professional environment",0
Hospital #33,S00642,5,"Would recommend to friends",1
Hospital #33,S00643,5,"Good experience overall",1
Hospital #33,S00644,4,"Quick and efficient service",1
Hospital #33,S00645,5,"Excellent care from Dr. Smith",1
Hospital #33,S00646,4,"Professional environment",0
Hospital #33,S00647,5,"Clean facilities",1
Hospital #33,S00648,5,"Clean facilities",1
Hospital #33,S00649,5,"Very satisfied with treatment",0
Hospital #33,S00650,4,"Professional environment",1
Hospital #33,S00651,4,"Good experience overall",0
Hospital #33,S00652,4,"Excellent care from Dr. Smith",0
Hospital #33,S00653,4,"Would recommend to friends",0
Hospital #33,S00654,5,"Professional environment",0
Hospital #33,S00655,5,"Nursing staff was attentive",0
Hospital #33,S00656,4,"Clean facilities",0
Hospital #33,S00657,5,"Good experience overall",1
Hospital #33,S00658,1,"Average service at best",3
Hospital #33,S00659,1,"Billing issues unresolved",3
Hospital #33,S00660,2,"Rude front desk staff",3
Hospital #34,S00661,5,"Would recommend to friends",0
Hospital #34,S00662,4,"Would recommend to friends",0
Hospital #34,S00663,5,"Quick and efficient service",1
Hospital #34,S00664,5,"Excellent care from Dr. Smith",0
Hospital #34,S00665,4,"Excellent care from Dr. Smith",1
Hospital #34,S00666,4,"Quick and efficient service",0
Hospital #34,S00667,5,"Nursing staff was attentive",0
Hospital #34,S00668,5,"Excellent care from Dr. Smith",0
Hospital #34,S00669,4,"Nursing staff was attentive",0
Hospital #34,S00670,4,"Would recommend to friends",1
Hospital #34,S00671,5,"Good experience overall",0
Hospital #34,S00672,4,"Nursing staff was attentive",0
Hospital #34,S00673,5,"Quick and efficient service",0
Hospital #34,S00674,4,"Would recommend to friends",0
Hospital #34,S00675,4,"Professional environment",0
Hospital #34,S00676,4,"Excellent care from Dr. Smith",0
Hospital #34,S00677,5,"Clean facilities",1
Hospital #34,S00678,3,"Poor communication about diagnosis",3
Hospital #34,S00679,2,"Long wait time in ER",3
Hospital #34,S00680,1,"Long wait time in ER",3
Hospital #35,S00681,4,"Professional environment",1
Hospital #35,S00682,4,"Would recommend to friends",1
Hospital #35,S00683,4,"Excellent care from Dr. Smith",0
Hospital #35,S00684,4,"Professional environment",0
Hospital #35,S00685,5,"Excellent care from Dr. Smith",1
Hospital #35,S00686,5,"Clean facilities",1
Hospital #35,S00687,5,"Quick and efficient service",1
Hospital #35,S00688,5,"Professional environment",0
Hospital #35,S00689,4,"Professional environment",0
Hospital #35,S00690,4,"Professional environment",1
Hospital #35,S00691,4,"Excellent care from Dr. Smith",1
Hospital #35,S00692,5,"Excellent care from Dr. Smith",0
Hospital #35,S00693,5,"Clean facilities",0
Hospital #35,S00694,4,"Excellent care from Dr. Smith",0
Hospital #35,S00695,4,"Clean facilities",0
Hospital #35,S00696,4,"Good experience overall",1
Hospital #35,S00697,4,"Quick and efficient service",1
Hospital #35,S00698,3,"Unresolved complaints",3
Hospital #35,S00699,2,"Poor communication about diagnosis",3
Hospital #35,S00700,1,"Poor communication about diagnosis",3
Hospital #36,S00701,5,"Very satisfied with treatment",0
Hospital #36,S00702,4,"Nursing staff was attentive",0
Hospital #36,S00703,5,"Very satisfied with treatment",0
Hospital #36,S00704,4,"Excellent care from Dr. Smith",1
Hospital #36,S00705,5,"Excellent care from Dr. Smith",1
Hospital #36,S00706,5,"Very satisfied with treatment",0
Hospital #36,S00707,5,"Would recommend to friends",0
Hospital #36,S00708,4,"Would recommend to friends",0
Hospital #36,S00709,5,"Nursing staff was attentive",0
Hospital #36,S00710,4,"Clean facilities",0
Hospital #36,S00711,5,"Good experience overall",1
Hospital #36,S00712,5,"Clean facilities",0
Hospital #36,S00713,5,"Clean facilities",0
Hospital #36,S00714,5,"Professional environment",0
Hospital #36,S00715,5,"Very satisfied with treatment",1
Hospital #36,S00716,4,"Quick and efficient service",1
Hospital #36,S00717,4,"Would recommend to friends",1
Hospital #36,S00718,3,"Long wait time in ER",3
Hospital #36,S00719,1,"Long wait time in ER",3
Hospital #36,S00720,3,"Medication explanation unclear",3
Hospital #37,S00721,4,"Very satisfied with treatment",0
Hospital #37,S00722,4,"Professional environment",0
Hospital #37,S00723,4,"Nursing staff was attentive",0
Hospital #37,S00724,4,"Excellent care from Dr. Smith",1
Hospital #37,S00725,5,"Professional environment",0
Hospital #37,S00726,4,"Nursing staff was attentive",1
Hospital #37,S00727,5,"Clean facilities",1
Hospital #37,S00728,4,"Excellent care from Dr. Smith",0
Hospital #37,S00729,4,"Professional environment",1
Hospital #37,S00730,4,"Quick and efficient service",0
Hospital #37,S00731,5,"Excellent care from Dr. Smith",1
Hospital #37,S00732,4,"Clean facilities",1
Hospital #37,S00733,5,"Would recommend to friends",1
Hospital #37,S00734,5,"Professional environment",1
Hospital #37,S00735,4,"Nursing staff was attentive",1
Hospital #37,S00736,5,"Clean facilities",0
Hospital #37,S00737,5,"Excellent care from Dr. Smith",1
Hospital #37,S00738,2,"Rude front desk staff",3
Hospital #37,S00739,3,"Average service at best",3
Hospital #37,S00740,2,"Medication explanation unclear",3
Hospital #38,S00741,4,"Professional environment",1
Hospital #38,S00742,5,"Professional environment",1
Hospital #38,S00743,5,"Quick and efficient service",0
Hospital #38,S00744,4,"Would recommend to friends",1
Hospital #38,S00745,4,"Nursing staff was attentive",1
Hospital #38,S00746,4,"Quick and efficient service",0
Hospital #38,S00747,4,"Professional environment",1
Hospital #38,S00748,4,"Clean facilities",1
Hospital #38,S00749,4,"Excellent care from Dr. Smith",0
Hospital #38,S00750,5,"Excellent care from Dr. Smith",1
Hospital #38,S00751,5,"Clean facilities",1
Hospital #38,S00752,4,"Clean facilities",1
Hospital #38,S00753,5,"Good experience overall",1
Hospital #38,S00754,4,"Clean facilities",0
Hospital #38,S00755,5,"Professional environment",1
Hospital #38,S00756,5,"Quick and efficient service",1
Hospital #38,S00757,5,"Excellent care from Dr. Smith",0
Hospital #38,S00758,2,"Discharged too early",3
Hospital #38,S00759,3,"Poor communication about diagnosis",3
Hospital #38,S00760,2,"Long wait time in ER",3
Hospital #39,S00761,5,"Clean facilities",0
Hospital #39,S00762,4,"Good experience overall",1
Hospital #39,S00763,4,"Nursing staff was attentive",0
Hospital #39,S00764,5,"Good experience overall",1
Hospital #39,S00765,5,"Good experience overall",0
Hospital #39,S00766,5,"Excellent care from Dr. Smith",1
Hospital #39,S00767,5,"Would recommend to friends",1
Hospital #39,S00768,4,"Very satisfied with treatment",1
Hospital #39,S00769,5,"Would recommend to friends",0
Hospital #39,S00770,5,"Professional environment",1
Hospital #39,S00771,5,"Very satisfied with treatment",0
Hospital #39,S00772,5,"Professional environment",1
Hospital #39,S00773,5,"Good experience overall",1
Hospital #39,S00774,5,"Good experience overall",0
Hospital #39,S00775,4,"Professional environment",0
Hospital #39,S00776,4,"Clean facilities",0
Hospital #39,S00777,4,"Excellent care from Dr. Smith",0
Hospital #39,S00778,3,"Billing issues unresolved",3
Hospital #39,S00779,2,"Unresolved complaints",3
Hospital #39,S00780,3,"Poor communication about diagnosis",3
Hospital #40,S00781,4,"Nursing staff was attentive",0
Hospital #40,S00782,5,"Excellent care from Dr. Smith",0
Hospital #40,S00783,4,"Professional environment",0
Hospital #40,S00784,5,"Nursing staff was attentive",0
Hospital #40,S00785,5,"Very satisfied with treatment",1
Hospital #40,S00786,4,"Clean facilities",0
Hospital #40,S00787,5,"Quick and efficient service",1
Hospital #40,S00788,4,"Excellent care from Dr. Smith",0
Hospital #40,S00789,4,"Excellent care from Dr. Smith",0
Hospital #40,S00790,5,"Professional environment",0
Hospital #40,S00791,5,"Quick and efficient service",1
Hospital #40,S00792,5,"Quick and efficient service",1
Hospital #40,S00793,4,"Good experience overall",0
Hospital #40,S00794,4,"Good experience overall",1
Hospital #40,S00795,5,"Excellent care from Dr. Smith",0
Hospital #40,S00796,5,"Good experience overall",1
Hospital #40,S00797,5,"Would recommend to friends",1
Hospital #40,S00798,3,"Medication explanation unclear",3
Hospital #40,S00799,3,"Average service at best",3
Hospital #40,S00800,3,"Unresolved complaints",3
Hospital #41,S00801,4,"Nursing staff was attentive",1
Hospital #41,S00802,4,"Good experience overall",1
Hospital #41,S00803,5,"Quick and efficient service",1
Hospital #41,S00804,5,"Excellent care from Dr. Smith",1
Hospital #41,S00805,5,"Clean facilities",1
Hospital #41,S00806,5,"Nursing staff was attentive",0
Hospital #41,S00807,5,"Quick and efficient service",0
Hospital #41,S00808,5,"Professional environment",1
Hospital #41,S00809,4,"Would recommend to friends",1
Hospital #41,S00810,4,"Clean facilities",0
Hospital #41,S00811,5,"Quick and efficient service",1
Hospital #41,S00812,5,"Very satisfied with treatment",1
Hospital #41,S00813,4,"Very satisfied with treatment",1
Hospital #41,S00814,5,"Professional environment",0
Hospital #41,S00815,4,"Professional environment",1
Hospital #41,S00816,4,"Clean facilities",1
Hospital #41,S00817,4,"Very satisfied with treatment",1
Hospital #41,S00818,2,"Average service at best",3
Hospital #41,S00819,3,"Discharged too early",3
Hospital #41,S00820,1,"Billing issues unresolved",3
Hospital #42,S00821,4,"Excellent care from Dr. Smith",1
Hospital #42,S00822,4,"Quick and efficient service",1
Hospital #42,S00823,4,"Clean facilities",0
Hospital #42,S00824,4,"Would recommend to friends",1
Hospital #42,S00825,4,"Nursing staff was attentive",0
Hospital #42,S00826,4,"Quick and efficient service",0
Hospital #42,S00827,5,"Very satisfied with treatment",1
Hospital #42,S00828,5,"Professional environment",1
Hospital #42,S00829,5,"Very satisfied with treatment",1
Hospital #42,S00830,4,"Professional environment",1
Hospital #42,S00831,5,"Professional environment",0
Hospital #42,S00832,5,"Good experience overall",0
Hospital #42,S00833,4,"Nursing staff was attentive",1
Hospital #42,S00834,5,"Clean facilities",0
Hospital #42,S00835,4,"Would recommend to friends",1
Hospital #42,S00836,5,"Professional environment",1
Hospital #42,S00837,5,"Clean facilities",1
Hospital #42,S00838,2,"Billing issues unresolved",3
Hospital #42,S00839,3,"Billing issues unresolved",3
Hospital #42,S00840,3,"Long wait time in ER",3
Hospital #43,S00841,4,"Good experience overall",1
Hospital #43,S00842,4,"Professional environment",1
Hospital #43,S00843,4,"Nursing staff was attentive",1
Hospital #43,S00844,4,"Quick and efficient service",0
Hospital #43,S00845,5,"Clean facilities",1
Hospital #43,S00846,4,"Professional environment",1
Hospital #43,S00847,5,"Nursing staff was attentive",0
Hospital #43,S00848,5,"Good experience overall",0
Hospital #43,S00849,5,"Clean facilities",0
Hospital #43,S00850,4,"Professional environment",0
Hospital #43,S00851,4,"Quick and efficient service",0
Hospital #43,S00852,4,"Good experience overall",0
Hospital #43,S00853,5,"Nursing staff was attentive",1
Hospital #43,S00854,5,"Would recommend to friends",1
Hospital #43,S00855,4,"Clean facilities",0
Hospital #43,S00856,5,"Would recommend to friends",1
Hospital #43,S00857,5,"Clean facilities",0
Hospital #43,S00858,3,"Long wait time in ER",3
Hospital #43,S00859,2,"Long wait time in ER",3
Hospital #43,S00860,2,"Long wait time in ER",3
Hospital #44,S00861,4,"Professional environment",1
Hospital #44,S00862,5,"Good experience overall",1
Hospital #44,S00863,4,"Very satisfied with treatment",0
Hospital #44,S00864,4,"Very satisfied with treatment",0
Hospital #44,S00865,4,"Excellent care from Dr. Smith",0
Hospital #44,S00866,5,"Good experience overall",1
Hospital #44,S00867,5,"Excellent care from Dr. Smith",0
Hospital #44,S00868,5,"Would recommend to friends",1
Hospital #44,S00869,4,"Would recommend to friends",1
Hospital #44,S00870,5,"Would recommend to friends",0
Hospital #44,S00871,5,"Excellent care from Dr. Smith",0
Hospital #44,S00872,5,"Professional environment",0
